ID	genbank name	AHRD name
CNAG_04919	hypothetical protein	Unknown protein
CNAG_04920	galactose transporter	Solute carrier family 2, facilitated glucose transporter member 3
CNAG_04921	hypothetical protein	Unknown protein
CNAG_04922	hypothetical protein	Unknown protein
CNAG_04925	nuclear protein	Acetamidase regulatory protein
CNAG_04926	hypothetical protein	3-oxoacyl-[acyl-carrier-protein] reductase FabG
CNAG_04927	hypothetical protein	ATP-dependent kinase YFH7
CNAG_04931	hypothetical protein	Solute carrier family 2, facilitated glucose transporter member 3
CNAG_04932	hypothetical protein	Unknown protein
CNAG_04933	hypothetical protein	Unknown protein
CNAG_04934	hypothetical protein	NmrA-like family domain-containing protein 1
CNAG_04935	hypothetical protein	Unknown protein
CNAG_04936	condensin complex subunit 2	Condensin complex subunit 2
CNAG_04937	peroxin-12	Peroxisome assembly protein 12
CNAG_04938	hypothetical protein	NmrA-like family domain-containing protein 1
CNAG_04939	hypothetical protein	Cell division control protein 14
CNAG_04943	CBS domain-containing protein	DUF21 domain-containing protein
CNAG_04944	hypothetical protein	Unsaturated rhamnogalacturonyl hydrolase YesR
CNAG_04945	hypothetical protein	Unknown protein
CNAG_04946	hypothetical protein	N-methyl-L-tryptophan oxidase
CNAG_04947	high-affinity nicotinic acid transporter	Putative tartrate transporter
CNAG_04948	tubulin beta	Tubulin beta-2 chain
CNAG_04949	hypothetical protein	Unknown protein
CNAG_04950	hypothetical protein	Prenylated Rab acceptor 1
CNAG_04951	3-deoxy-7-phosphoheptulonate synthase	Phospho-2-dehydro-3-deoxyheptonate aldolase, Trp-sensitive
CNAG_04952	ADP-ribosylation factor 6	ADP-ribosylation factor 1-like 1
CNAG_04953	hypothetical protein	Unknown protein
CNAG_04954	hypothetical protein	Unknown protein
CNAG_04955	oxidoreductase	Glyoxylate/hydroxypyruvate reductase A
CNAG_04956	high-affinity nicotinic acid transporter	Uncharacterized transporter C1039.04
CNAG_04957	hypothetical protein	Unknown protein
CNAG_04958	ubiquitin fusion degradation protein 1	Ubiquitin fusion degradation protein 1
CNAG_04959	syntaxin 16	Syntaxin-43
CNAG_04960	hypothetical protein	Polyadenylate-binding protein, cytoplasmic and nuclear
CNAG_04961	orotidine 5'-phosphate decarboxylase	Orotidine 5'-phosphate decarboxylase
CNAG_04962	hypothetical protein	Unknown protein
CNAG_04963	hypothetical protein	Alkali-sensitive linkage protein 1
CNAG_04967	hypothetical protein	Unknown protein
CNAG_04968	hypothetical protein	Gibberellin 3-beta-dioxygenase 2-3
CNAG_04969	UDP-glucose 6-dehydrogenase	UDP-glucose 6-dehydrogenase 3
CNAG_04970	hypothetical protein	Unknown protein
CNAG_04973	hypothetical protein	Importin-9
CNAG_04974	hypothetical protein	GTP-binding protein 2
CNAG_04975	hypothetical protein	Unknown protein
CNAG_04976	zuotin	Chaperone protein DnaJ
CNAG_04977	pre-mRNA branch site protein p14	RNA-binding protein 4F
CNAG_04978	phytanoyl-CoA dioxygenase	Unknown protein
CNAG_04979	hypothetical protein	Unknown protein
CNAG_04980	U6 snRNA-associated Sm-like protein LSm1	U6 snRNA-associated Sm-like protein LSm1
CNAG_04981	catalase	Catalase-1
CNAG_04982	cytosine-purine permease	Purine-cytosine permease fcyB
CNAG_04983	hypothetical protein	tRNA-specific adenosine deaminase
CNAG_04984	pleiotropic drug resistance protein	SEC14 cytosolic factor
CNAG_04985	nascent polypeptide-associated complex subunit alpha	Nascent polypeptide-associated complex subunit alpha
CNAG_04986	prefoldin subunit 1	Probable prefoldin subunit 1
CNAG_04987	hypothetical protein	RING finger protein 150
CNAG_04988	Gly-Xaa carboxypeptidase	Succinyl-diaminopimelate desuccinylase
CNAG_04989	protein FRG1	Unknown protein
CNAG_04990	glutamate-5-semialdehyde dehydrogenase	Gamma-glutamyl phosphate reductase
CNAG_04991	hypothetical protein	Unknown protein
CNAG_04992	hypothetical protein	Transmembrane protein 41 homolog
CNAG_04993	hypothetical protein	Unknown protein
CNAG_04994	signal recognition particle subunit SRP14	Signal recognition particle 14 kDa protein
CNAG_04997	cytoplasmic protein	Probable tubulin--tyrosine ligase C12B10.04
CNAG_04998	hypothetical protein	Unknown protein
CNAG_04999	hypothetical protein	Unknown protein
CNAG_05000	hypothetical protein	Unknown protein
CNAG_05001	hypothetical protein	Thioredoxin domain-containing protein 17
CNAG_05002	hypothetical protein	Unknown protein
CNAG_05003	hypothetical protein	Altered inheritance of mitochondria protein 6
CNAG_05004	GTP-binding protein LepA	Elongation factor 4
CNAG_05005	ULK/ULK protein kinase	Serine/threonine-protein kinase 33
CNAG_05006	hypothetical protein	Unknown protein
CNAG_05007	translation initiation factor eIF-2B subunit beta	Translation initiation factor eIF-2B subunit beta
CNAG_05008	hypothetical protein	Unknown protein
CNAG_05009	integral membrane protein	Unknown protein
CNAG_05010	hypothetical protein	Zinc finger protein 320
CNAG_05011	iron donor protein CyaY	Frataxin homolog, mitochondrial
CNAG_05012	hypothetical protein	Unknown protein
CNAG_05013	RNP domain-containing protein	RNA-binding protein 7
CNAG_05015	catalase	Catalase
CNAG_05016	hypothetical protein	Methionine aminopeptidase 2 homolog PADG_08265
CNAG_05017	GabA permease	Amino-acid permease 2
CNAG_05018	hypothetical protein	Unknown protein
CNAG_05019	hypothetical protein	Unknown protein
CNAG_05020	NAD-binding Rossmann fold oxidoreductase	1,5-anhydro-D-fructose reductase
CNAG_05021	hypothetical protein	Unknown protein
CNAG_05022	hypothetical protein	Unknown protein
CNAG_05023	maltose O-acetyltransferase	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase
CNAG_05024	L-xylulose reductase	Dehydrogenase/reductase SDR family member 4
CNAG_05025	amine oxidase	L-amino-acid oxidase
CNAG_05026	mango esterase	Isoamyl acetate-hydrolyzing esterase 1 homolog
CNAG_05027	monoamine oxidase	Amine oxidase [flavin-containing] A
CNAG_05028	cysteine synthase	Cysteine synthase
CNAG_05029	meiotic Sister-Chromatid recombination aldehyde dehydrogenase	Aldehyde dehydrogenase family 1 member A3
CNAG_05030	zinc finger protein 830	Zinc finger protein 830
CNAG_05031	3-oxoacid CoA-transferase	Succinyl-CoA:3-ketoacid coenzyme A transferase subunit B
CNAG_05032	hypothetical protein	Unknown protein
CNAG_05033	hypothetical protein	Unknown protein
CNAG_05034	ubiquitin-conjugating enzyme family protein	Probable ubiquitin-conjugating enzyme protein 17
CNAG_05035	ferredoxin-NADP+ reductase	NADPH:adrenodoxin oxidoreductase, mitochondrial
CNAG_05036	hypothetical protein	Unknown protein
CNAG_05037	hypothetical protein	Unknown protein
CNAG_05038	hypothetical protein	Unknown protein
CNAG_05039	hypothetical protein	TBC1 domain family member 14
CNAG_05040	hypothetical protein	Unknown protein
CNAG_05041	NADH-ubiquinone oxidoreductase subunit 8	NADH-quinone oxidoreductase subunit I 1
CNAG_05042	carnitine acetyltransferase	Carnitine O-acetyltransferase
CNAG_05043	hypothetical protein	Unknown protein
CNAG_05044	hypothetical protein	Uncharacterized protein YPR153W
CNAG_05045	hypothetical protein	Protein SYM1 Protein SYM1
CNAG_05046	hypothetical protein	Unknown protein
CNAG_05049	hypothetical protein	Transcriptional regulatory protein moc3
CNAG_05050	ADP-ribosylation factor GTPase-activating protein 1	Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 3
CNAG_05053	hypothetical protein	Unknown protein
CNAG_05055	DNA/RNA-binding protein KIN17	DNA/RNA-binding protein KIN17
CNAG_05056	hypothetical protein	Magnesium transporter NIPA2
CNAG_05057	hypothetical protein	Unknown protein
CNAG_05058	GTPase	GTPase obg
CNAG_05059	pyruvate dehydrogenase E1 component subunit beta	1-deoxy-D-xylulose-5-phosphate synthase
CNAG_05060	hypothetical protein	Protein sym1
CNAG_05061	hypothetical protein	Unknown protein
CNAG_05062	hypothetical protein	Conserved oligomeric Golgi complex subunit 2
CNAG_05063	STE/STE11/SSK protein kinase	Serine/threonine-protein kinase 4
CNAG_05064	hypothetical protein	Unknown protein
CNAG_05065	hypothetical protein	Unknown protein
CNAG_05066	hypothetical protein	Unknown protein
CNAG_05067	hypothetical protein	Unknown protein
CNAG_05068	GTP-binding protein ypt1	Ras-related protein Rab-8B
CNAG_05069	ubiquinol-cytochrome c reductase subunit 10	Unknown protein
CNAG_05070	sulfite reductase (NADPH) hemoprotein, beta-component	Sulfite reductase [NADPH] hemoprotein beta-component
CNAG_05071	sulfite reductase (NADPH) hemoprotein beta-component	Unknown protein
CNAG_05072	endopeptidase	Gastricsin
CNAG_05074	hypothetical protein	Unknown protein
CNAG_05075	solute carrier family 20 (sodium-dependent phosphate transporter)	Sodium-dependent phosphate transporter 1-A
CNAG_05076	hypothetical protein	Unknown protein
CNAG_05077	glycosyl hydrolase	Uncharacterized protein C4H3.03c
CNAG_05078	tRNA '-O-ribosylphosphate transferase	tRNA A64-2'-O-ribosylphosphate transferase
CNAG_05079	hypothetical protein	Unknown protein
CNAG_05080	calcofluor white hypersensitive protein	Protein cwh43
CNAG_05081	phosphodiesterase	3',5'-cyclic-nucleotide phosphodiesterase
CNAG_05082	translation initiation factor 2D	Eukaryotic translation initiation factor 2D
CNAG_05083	esterase/lipase	Arylacetamide deacetylase-like 3
CNAG_05084	phospholipase A-2-activating protein	Guanine nucleotide-binding protein subunit beta-like protein
CNAG_05085	deoxyhypusine hydroxylase	Deoxyhypusine hydroxylase
CNAG_05086	hypothetical protein	Ubiquitin-related modifier 1 homolog
CNAG_05087	hypothetical protein	N-lysine methyltransferase SMYD2
CNAG_05089	hypothetical protein	Unknown protein
CNAG_05090	quinone oxidoreductase	Probable polyketide synthase 25
CNAG_05091	hypothetical protein	Unknown protein
CNAG_05092	hypothetical protein	Unknown protein
CNAG_05093	hypothetical protein	Unknown protein
CNAG_05095	pod-specific dehydrogenase SAC25	Dehydrogenase/reductase SDR family member 13
CNAG_05096	histone deacetylase 1/2	Histone deacetylase 9
CNAG_05097	YjeF family protein	ATP-dependent (S)-NAD(P)H-hydrate dehydratase
CNAG_05098	ubiquitin-like protein 5	Ubiquitin-like protein 5
CNAG_05099	hypothetical protein	Unknown protein
CNAG_05100	ENTH domain-containing protein c	Epsin-3
CNAG_05101	U3 small nucleolar RNA-associated protein 12	WD repeat-containing protein 61
CNAG_05102	DNA repair protein Rad5	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A containing DEAD/H box 1
CNAG_05103	transcription initiation factor TFIIF subunit beta	General transcription factor IIF subunit 2
CNAG_05104	CAMK protein kinase	CBL-interacting serine/threonine-protein kinase 4
CNAG_05105	translation initiation factor 3 subunit L	Eukaryotic translation initiation factor 3 subunit L
CNAG_05106	hypothetical protein	Peptide chain release factor 1
CNAG_05107	prefoldin subunit 4	Prefoldin subunit 4
CNAG_05109	CBS and PB1 domain-containing protein	CBS domain-containing protein CBSCBSPB3
CNAG_05110	small subunit ribosomal protein S13	30S ribosomal protein S13
CNAG_05111	hypothetical protein	Unknown protein
CNAG_05112	hypothetical protein	Nitrogen assimilation transcription factor nit-4
CNAG_05113	aldehyde dehydrogenase (NAD+)	Betaine aldehyde dehydrogenase
CNAG_05114	peroxisomal copper amine oxidase	Peroxisomal primary amine oxidase
CNAG_05115	sarcosine oxidase	Probable sarcosine oxidase
CNAG_05116	DNA polymerase mu subunit	DNA polymerase beta
CNAG_05117	hypothetical protein	Oxysterol-binding protein-like protein 1
CNAG_05118	hypothetical protein	Unknown protein
CNAG_05119	GabA permease	Amino-acid permease 2
CNAG_05120	nicotinate phosphoribosyltransferase	Probable nicotinate phosphoribosyltransferase
CNAG_05121	hypothetical protein	Pentatricopeptide repeat-containing protein
CNAG_05122	homoserine O-acetyltransferase	Homoserine O-acetyltransferase
CNAG_05123	hypothetical protein	Unknown protein
CNAG_05124	protein SEY1	Protein ROOT HAIR DEFECTIVE 3 homolog 1
CNAG_05125	diphosphomevalonate decarboxylase	Diphosphomevalonate decarboxylase
CNAG_05129	hypothetical protein	Unknown protein
CNAG_05130	hypothetical protein	Polyamine transporter 4
CNAG_05131	hypothetical protein	Transcription factor A, mitochondrial
CNAG_05132	cytochrome c oxidase subunit 5b	Cytochrome c oxidase subunit 4, mitochondrial
CNAG_05134	ornithine-oxo-acid transaminase	Acetylornithine aminotransferase
CNAG_05135	Ca2+-transporting ATPase	Probable calcium-transporting ATPase
CNAG_05136	cation-transporting ATPase 13A1	Probable cation-transporting ATPase 1
CNAG_05137	ER lumen protein retaining receptor	ER lumen protein retaining receptor 2
CNAG_05138	glucan 1,3-beta-glucosidase	Probable glucan 1,3-beta-glucosidase D
CNAG_05139	solute carrier family 35 (UDP-sugar transporter), member A1/2/3	UDP-galactose transporter
CNAG_05140	methylenetetrahydrofolate reductase	Methylenetetrahydrofolate reductase 1
CNAG_05141	hypothetical protein	Unknown protein
CNAG_05142	dolichyl-P-Man:Man(5)GlcNAc(2)-PP-dolichyl mannosyltransferase	Dol-P-Man:Man(5)GlcNAc(2)-PP-Dol alpha-1,3-mannosyltransferase
CNAG_05144	carbonic anhydrase	Carbonic anhydrase 2
CNAG_05145	DNA helicase	DNA replication ATP-dependent helicase/nuclease DNA2
CNAG_05146	DNA-directed RNA polymerase II subunit RPB9	DNA-directed RNA polymerase II subunit RPB9
CNAG_05147	hypothetical protein	Unknown protein
CNAG_05148	beta-1,2-xylosyltransferase 1	Beta-1,2-xylosyltransferase 1
CNAG_05149	protoheme IX farnesyltransferase	Protoheme IX farnesyltransferase
CNAG_05150	ATP-binding cassette transporter	Lipid A export ATP-binding/permease protein MsbA
CNAG_05151	U3 small nucleolar RNA-associated protein 11	Probable U3 small nucleolar RNA-associated protein 11
CNAG_05152	phospholipid:diacylglycerol acyltransferase	Phospholipid:diacylglycerol acyltransferase
CNAG_05153	hypothetical protein	CENP-A multicopy suppressor protein 2
CNAG_05154	membrane fraction protein	Vacuolar iron transporter 1.1
CNAG_05155	protein-tyrosine-phosphatase	Receptor-type tyrosine-protein phosphatase V
CNAG_05156	hypothetical protein	Unknown protein
CNAG_05157	hypothetical protein	Unknown protein
CNAG_05158	hypothetical protein	Unknown protein
CNAG_05159	hypothetical protein	Unknown protein
CNAG_05160	hypothetical protein	Unknown protein
CNAG_05161	hypothetical protein	Unknown protein
CNAG_05162	V-type proton ATPase subunit E	V-type proton ATPase subunit e
CNAG_05163	exoribonuclease II	Exoribonuclease II, mitochondrial
CNAG_05164	splicing factor 3B subunit 4	Polyadenylate-binding protein 5
CNAG_05165	hypothetical protein	Unknown protein
CNAG_05166	helicase SWR1	Putative DNA helicase INO80
CNAG_05167	hypothetical protein	Unknown protein
CNAG_05168	hypothetical protein	Unknown protein
CNAG_05169	L-lactate dehydrogenase (cytochrome)	Putative L-lactate dehydrogenase [cytochrome]
CNAG_05170	hypothetical protein	Uncharacterized transcriptional regulatory protein C530.05
CNAG_05171	CCR4-NOT transcription complex subunit 7/8	Probable CCR4-associated factor 1 homolog 7
CNAG_05172	myosin-1	Myosin-1
CNAG_05173	DNA-3-methyladenine glycosylase II	DNA-3-methyladenine glycosylase 1
CNAG_05176	hypothetical protein	Homeobox protein Hox-D1
CNAG_05177	DNA polymerase kappa subunit	DNA polymerase IV
CNAG_05178	hypothetical protein	Mitochondrial thiamine pyrophosphate carrier 1
CNAG_05179	ubiquinol-cytochrome c reductase core subunit 2	Cytochrome b-c1 complex subunit 2, mitochondrial
CNAG_05180	hypothetical protein	Unknown protein
CNAG_05181	white collar 1 protein	Potassium voltage-gated channel subfamily H member 6
CNAG_05182	hypothetical protein	Unknown protein
CNAG_05183	hypothetical protein	Unknown protein
CNAG_05184	glycosyl transferase family 8 protein	Galactinol synthase 4
CNAG_05185	hypothetical protein	Unknown protein
CNAG_05186	hypothetical protein	Unknown protein
CNAG_05187	hypothetical protein	Unknown protein
CNAG_05188	hypothetical protein	Galactinol synthase 1
CNAG_05189	hypothetical protein	Unknown protein
CNAG_05190	hypothetical protein	Putative Golgi pH regulator C
CNAG_05191	hypothetical protein	SUN domain-containing ossification factor
CNAG_05192	hypothetical protein	Unknown protein
CNAG_05193	endoplasmic reticulum-Golgi intermediate compartment protein 2	Endoplasmic reticulum-Golgi intermediate compartment protein 2
CNAG_05194	lipoyl synthase, mitochondrial	Probable lipoyl synthase
CNAG_05195	ubiquitin-conjugation factor E4 B	Ubiquitin conjugation factor E4
CNAG_05196	nuclear cap-binding protein subunit 2	Nuclear cap-binding protein subunit 2
CNAG_05197	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex 8	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8
CNAG_05198	DNA repair protein RAD7	F-box/LRR-repeat protein 13
CNAG_05199	chaperone DnaK	Heat shock 70 kDa protein, mitochondrial
CNAG_05200	pyridoxal kinase	Pyridoxamine kinase
CNAG_05201	DNA mismatch repair protein MSH4	DNA mismatch repair protein MutS
CNAG_05202	SET domain-containing protein 6	N-lysine methyltransferase setd6
CNAG_05212	hypothetical protein	Unknown protein
CNAG_05215	hypothetical protein	Unknown protein
CNAG_05216	CAMK protein kinase	Calcium-dependent protein kinase 19
CNAG_05217	hypothetical protein	eRF1 methyltransferase catalytic subunit mtq2
