[Gene ID]	[Organism]	[Genomic Location]	[Product Description]	
CNAG_03313	C. neoformans var. grubii H99	CneoH99_Chr08: 626,606 - 628,335 (+)	conserved hypothetical protein 	
CNAG_03314	C. neoformans var. grubii H99	CneoH99_Chr08: 628,784 - 631,700 (-)	YTH domain family 2 	
CNAG_03315	C. neoformans var. grubii H99	CneoH99_Chr08: 632,001 - 633,190 (-)	Rho1 GTP-binding protein 	
CNAG_03316	C. neoformans var. grubii H99	CneoH99_Chr08: 633,414 - 634,394 (+)	rho GDP-dissociation inhibitor 1 	
CNAG_03317	C. neoformans var. grubii H99	CneoH99_Chr08: 634,753 - 636,526 (+)	clathrin assembly protein AP47 	
CNAG_03318	C. neoformans var. grubii H99	CneoH99_Chr08: 636,872 - 637,801 (-)	conserved hypothetical protein 	
CNAG_03319	C. neoformans var. grubii H99	CneoH99_Chr08: 638,163 - 641,582 (-)	phospholipid binding protein 	
CNAG_03320	C. neoformans var. grubii H99	CneoH99_Chr08: 641,787 - 643,251 (+)	mannose-1-phosphate guanylyltransferase 	
CNAG_03321	C. neoformans var. grubii H99	CneoH99_Chr08: 643,457 - 646,207 (-)	vacuolar protein sorting-associated protein 9 	
CNAG_03322	C. neoformans var. grubii H99	CneoH99_Chr08: 646,389 - 648,118 (-)	UDP-xylose synthase 	
CNAG_03323	C. neoformans var. grubii H99	CneoH99_Chr08: 648,501 - 649,153 (+)	predicted protein 	
CNAG_03324	C. neoformans var. grubii H99	CneoH99_Chr08: 649,231 - 651,492 (-)	conserved hypothetical protein 	
CNAG_03325	C. neoformans var. grubii H99	CneoH99_Chr08: 651,656 - 654,505 (+)	ChAPs family protein 	
CNAG_03326	C. neoformans var. grubii H99	CneoH99_Chr08: 655,500 - 658,817 (-)	chitin synthase 2 	
CNAG_03327	C. neoformans var. grubii H99	CneoH99_Chr08: 659,488 - 660,123 (+)	predicted protein 	
CNAG_03328	C. neoformans var. grubii H99	CneoH99_Chr08: 660,594 - 662,149 (-)	conserved hypothetical protein 	
CNAG_03329	C. neoformans var. grubii H99	CneoH99_Chr08: 663,018 - 664,611 (+)	PHD-finger protein 	
CNAG_03330	C. neoformans var. grubii H99	CneoH99_Chr08: 664,910 - 666,636 (-)	conserved hypothetical protein 	
CNAG_03331	C. neoformans var. grubii H99	CneoH99_Chr08: 666,937 - 668,670 (+)	phosphatidylserine decarboxylase 1 	
CNAG_03332	C. neoformans var. grubii H99	CneoH99_Chr08: 667,884 - 670,081 (-)	activator 1 40 kDa subunit 	
CNAG_03333	C. neoformans var. grubii H99	CneoH99_Chr08: 670,572 - 673,551 (-)	cytoplasmic protein 	
CNAG_03335	C. neoformans var. grubii H99	CneoH99_Chr08: 676,020 - 677,875 (+)	ribose-phosphate diphosphokinase 	
CNAG_03336	C. neoformans var. grubii H99	CneoH99_Chr08: 678,579 - 682,137 (+)	conserved hypothetical protein 	
CNAG_03337	C. neoformans var. grubii H99	CneoH99_Chr08: 682,213 - 683,042 (-)	conserved hypothetical protein 	
CNAG_03338	C. neoformans var. grubii H99	CneoH99_Chr08: 683,304 - 684,346 (+)	conserved hypothetical protein 	
CNAG_03339	C. neoformans var. grubii H99	CneoH99_Chr08: 684,431 - 686,559 (-)	biotin transporter 	
CNAG_03340	C. neoformans var. grubii H99	CneoH99_Chr08: 687,916 - 689,253 (+)	flavonol synthase 	
CNAG_03341	C. neoformans var. grubii H99	CneoH99_Chr08: 689,458 - 692,510 (-)	DNA replication licensing factor cdc19 	
CNAG_03342	C. neoformans var. grubii H99	CneoH99_Chr08: 692,757 - 694,702 (+)	tRNA (guanine-N7-)-methyltransferase 	
CNAG_03343	C. neoformans var. grubii H99	CneoH99_Chr08: 694,728 - 695,857 (-)	conserved hypothetical protein 	
CNAG_03344	C. neoformans var. grubii H99	CneoH99_Chr08: 696,460 - 697,559 (+)	conserved hypothetical protein 	
CNAG_03345	C. neoformans var. grubii H99	CneoH99_Chr08: 697,837 - 703,615 (-)	SSD1 protein 	
CNAG_03346	C. neoformans var. grubii H99	CneoH99_Chr08: 706,304 - 707,691 (-)	conserved hypothetical protein 	
CNAG_03347	C. neoformans var. grubii H99	CneoH99_Chr08: 711,101 - 713,803 (-)	chaperone 	
CNAG_03348	C. neoformans var. grubii H99	CneoH99_Chr08: 714,434 - 717,017 (-)	conserved hypothetical protein 	
CNAG_03349	C. neoformans var. grubii H99	CneoH99_Chr08: 719,057 - 721,376 (-)	pre-mRNA splicing factor 	
CNAG_03352	C. neoformans var. grubii H99	CneoH99_Chr08: 725,679 - 726,277 (-)	conserved hypothetical protein 	
CNAG_03353	C. neoformans var. grubii H99	CneoH99_Chr08: 726,570 - 727,655 (+)	conserved hypothetical protein 	
CNAG_03354	C. neoformans var. grubii H99	CneoH99_Chr08: 728,169 - 729,027 (+)	predicted protein 	
CNAG_03355	C. neoformans var. grubii H99	CneoH99_Chr08: 730,317 - 738,152 (+)	CnHHK4 	
CNAG_03356	C. neoformans var. grubii H99	CneoH99_Chr08: 738,529 - 739,608 (-)	conserved hypothetical protein 	
CNAG_03357	C. neoformans var. grubii H99	CneoH99_Chr08: 739,860 - 741,917 (-)	conserved hypothetical protein 	
CNAG_03358	C. neoformans var. grubii H99	CneoH99_Chr08: 742,052 - 744,040 (-)	phosphoglycerate kinase 	
CNAG_03359	C. neoformans var. grubii H99	CneoH99_Chr08: 744,214 - 744,742 (+)	hypothetical protein 	
CNAG_03360	C. neoformans var. grubii H99	CneoH99_Chr08: 745,090 - 746,790 (+)	conserved hypothetical protein 	
CNAG_03361	C. neoformans var. grubii H99	CneoH99_Chr08: 747,219 - 748,851 (+)	conserved hypothetical protein 	
CNAG_03362	C. neoformans var. grubii H99	CneoH99_Chr08: 748,963 - 750,774 (-)	conserved hypothetical protein 	
CNAG_03363	C. neoformans var. grubii H99	CneoH99_Chr08: 751,748 - 752,594 (+)	conserved hypothetical protein 	
CNAG_03364	C. neoformans var. grubii H99	CneoH99_Chr08: 752,729 - 753,633 (-)	conserved hypothetical protein 	
CNAG_03365	C. neoformans var. grubii H99	CneoH99_Chr08: 753,964 - 755,131 (+)	conserved hypothetical protein 	
CNAG_03366	C. neoformans var. grubii H99	CneoH99_Chr08: 760,041 - 762,877 (+)	conserved hypothetical protein 	
CNAG_03367	C. neoformans var. grubii H99	CneoH99_Chr08: 763,309 - 765,823 (-)	uridine kinase 	
CNAG_03368	C. neoformans var. grubii H99	CneoH99_Chr08: 766,194 - 773,772 (+)	microtubule Associated protein 	
CNAG_03369	C. neoformans var. grubii H99	CneoH99_Chr08: 776,482 - 780,261 (+)	other/WEE protein kinase 	
CNAG_03370	C. neoformans var. grubii H99	CneoH99_Chr08: 780,344 - 781,561 (-)	neuronal calcium sensor 1 	
CNAG_03372	C. neoformans var. grubii H99	CneoH99_Chr08: 784,868 - 788,042 (-)	vacuolar protein-sorting protein BRO1 	
CNAG_03373	C. neoformans var. grubii H99	CneoH99_Chr08: 788,341 - 788,973 (+)	conserved hypothetical protein 	
CNAG_03374	C. neoformans var. grubii H99	CneoH99_Chr08: 788,979 - 789,635 (-)	DNA replication complex GINS protein PSF1 	
CNAG_03375	C. neoformans var. grubii H99	CneoH99_Chr08: 789,911 - 791,485 (+)	succinyl-coa ligase subunit alpha 	
CNAG_03376	C. neoformans var. grubii H99	CneoH99_Chr08: 791,771 - 794,219 (-)	cytoplasmic protein 	
CNAG_03377	C. neoformans var. grubii H99	CneoH99_Chr08: 795,470 - 796,301 (-)	conserved hypothetical protein 	
CNAG_03378	C. neoformans var. grubii H99	CneoH99_Chr08: 796,649 - 799,320 (+)	conserved hypothetical protein 	
CNAG_03379	C. neoformans var. grubii H99	CneoH99_Chr08: 799,846 - 800,879 (-)	n-acetyltransferase 5 	
CNAG_03380	C. neoformans var. grubii H99	CneoH99_Chr08: 801,056 - 801,828 (+)	conserved hypothetical protein 	
CNAG_03381	C. neoformans var. grubii H99	CneoH99_Chr08: 801,964 - 803,842 (-)	conserved hypothetical protein 	
CNAG_03382	C. neoformans var. grubii H99	CneoH99_Chr08: 804,124 - 809,001 (-)	conserved hypothetical protein 	
CNAG_03383	C. neoformans var. grubii H99	CneoH99_Chr08: 809,579 - 810,953 (+)	conserved hypothetical protein 	
CNAG_03384	C. neoformans var. grubii H99	CneoH99_Chr08: 811,017 - 811,907 (-)	conserved hypothetical protein 	
CNAG_03385	C. neoformans var. grubii H99	CneoH99_Chr08: 813,577 - 814,988 (+)	g1/s-specific cyclin pcl1 	
CNAG_03386	C. neoformans var. grubii H99	CneoH99_Chr08: 815,676 - 817,139 (+)	carrier protein ymc2 	
CNAG_03387	C. neoformans var. grubii H99	CneoH99_Chr08: 817,462 - 818,897 (-)	conserved hypothetical protein 	
CNAG_03388	C. neoformans var. grubii H99	CneoH99_Chr08: 821,080 - 822,991 (-)	nuclear protein 	
CNAG_03389	C. neoformans var. grubii H99	CneoH99_Chr08: 825,215 - 827,216 (+)	alpha-ketoglutarate catabolism dioxygenase 	
CNAG_03390	C. neoformans var. grubii H99	CneoH99_Chr08: 827,937 - 830,765 (+)	AAA family ATPase 	
CNAG_03391	C. neoformans var. grubii H99	CneoH99_Chr08: 830,821 - 832,294 (-)	mitochondrial inner membrane protein 	
CNAG_03392	C. neoformans var. grubii H99	CneoH99_Chr08: 833,282 - 836,798 (+)	DNA supercoiling 	
CNAG_03393	C. neoformans var. grubii H99	CneoH99_Chr08: 836,829 - 838,250 (-)	acyl-CoA thiolesterase 	
CNAG_03394	C. neoformans var. grubii H99	CneoH99_Chr08: 839,013 - 840,119 (-)	conserved hypothetical protein 	
CNAG_03395	C. neoformans var. grubii H99	CneoH99_Chr08: 840,578 - 841,641 (+)	NifU-like protein c 	
CNAG_03396	C. neoformans var. grubii H99	CneoH99_Chr08: 842,093 - 844,154 (+)	NAD+ diphosphatase 	
CNAG_03397	C. neoformans var. grubii H99	CneoH99_Chr08: 844,817 - 847,076 (+)	conserved hypothetical protein 	
CNAG_03398	C. neoformans var. grubii H99	CneoH99_Chr08: 848,416 - 849,930 (+)	zrt1 protein 	
CNAG_03399	C. neoformans var. grubii H99	CneoH99_Chr08: 850,190 - 854,640 (-)	phosphatase associated protein 	
CNAG_03400	C. neoformans var. grubii H99	CneoH99_Chr08: 855,526 - 857,008 (-)	oxidoreductase 	
CNAG_03401	C. neoformans var. grubii H99	CneoH99_Chr08: 858,069 - 860,320 (+)	conserved hypothetical protein 	
CNAG_03402	C. neoformans var. grubii H99	CneoH99_Chr08: 860,578 - 862,867 (-)	conserved hypothetical protein 	
CNAG_03403	C. neoformans var. grubii H99	CneoH99_Chr08: 863,161 - 864,272 (-)	mitochondrial protein 	
CNAG_03404	C. neoformans var. grubii H99	CneoH99_Chr08: 865,338 - 868,334 (+)	conserved hypothetical protein 	
CNAG_03405	C. neoformans var. grubii H99	CneoH99_Chr08: 868,508 - 870,041 (-)	conserved hypothetical protein 	
CNAG_03406	C. neoformans var. grubii H99	CneoH99_Chr08: 871,277 - 873,337 (+)	transcriptional activator 	
CNAG_03407	C. neoformans var. grubii H99	CneoH99_Chr08: 873,820 - 874,328 (+)	predicted protein 	
CNAG_03408	C. neoformans var. grubii H99	CneoH99_Chr08: 879,638 - 881,313 (+)	conserved hypothetical protein 	
CNAG_03409	C. neoformans var. grubii H99	CneoH99_Chr08: 881,545 - 885,213 (-)	Skn7 	
CNAG_03410	C. neoformans var. grubii H99	CneoH99_Chr08: 885,417 - 886,393 (+)	cytoplasmic protein 	
CNAG_03411	C. neoformans var. grubii H99	CneoH99_Chr08: 886,430 - 887,484 (-)	conserved hypothetical protein 	
CNAG_03412	C. neoformans var. grubii H99	CneoH99_Chr08: 888,069 - 890,162 (-)	cytoplasmic protein 	
CNAG_03413	C. neoformans var. grubii H99	CneoH99_Chr08: 891,113 - 892,814 (+)	alginate lyase 	
CNAG_03414	C. neoformans var. grubii H99	CneoH99_Chr08: 892,958 - 894,245 (+)	conserved hypothetical protein 	
CNAG_03415	C. neoformans var. grubii H99	CneoH99_Chr08: 894,393 - 895,369 (+)	conserved hypothetical protein 	
CNAG_03416	C. neoformans var. grubii H99	CneoH99_Chr08: 895,428 - 896,271 (-)	conserved hypothetical protein 	
CNAG_03417	C. neoformans var. grubii H99	CneoH99_Chr08: 896,377 - 898,218 (+)	conserved hypothetical protein 	
CNAG_03418	C. neoformans var. grubii H99	CneoH99_Chr08: 898,941 - 903,062 (-)	Crm1-F1 	
CNAG_03419	C. neoformans var. grubii H99	CneoH99_Chr08: 903,294 - 905,566 (+)	DEAD-box protein abstrakt 	
CNAG_03420	C. neoformans var. grubii H99	CneoH99_Chr08: 906,038 - 908,591 (+)	carboxypeptidase s 	
CNAG_03421	C. neoformans var. grubii H99	CneoH99_Chr08: 908,592 - 910,252 (-)	conserved hypothetical protein 	
CNAG_03422	C. neoformans var. grubii H99	CneoH99_Chr08: 911,169 - 913,897 (+)	calcineurin temperature suppressor Cts1 	
CNAG_03423	C. neoformans var. grubii H99	CneoH99_Chr08: 914,184 - 918,301 (-)	transcriptional activator 	
CNAG_03424	C. neoformans var. grubii H99	CneoH99_Chr08: 918,530 - 919,205 (+)	conserved hypothetical protein 	
CNAG_03425	C. neoformans var. grubii H99	CneoH99_Chr08: 919,285 - 922,565 (+)	conserved hypothetical protein 	
CNAG_03426	C. neoformans var. grubii H99	CneoH99_Chr08: 922,768 - 924,388 (-)	GDP-mannose transporter 	
CNAG_03427	C. neoformans var. grubii H99	CneoH99_Chr08: 925,140 - 928,487 (-)	aconitate hydratase 	
CNAG_03431	C. neoformans var. grubii H99	CneoH99_Chr08: 932,868 - 935,417 (+)	nuclear protein 	
CNAG_03432	C. neoformans var. grubii H99	CneoH99_Chr08: 936,093 - 938,135 (+)	solute carrier family 2 	
CNAG_03433	C. neoformans var. grubii H99	CneoH99_Chr08: 938,233 - 939,781 (-)	endo alpha-1,4 polygalactosaminidase precusor 	
CNAG_03434	C. neoformans var. grubii H99	CneoH99_Chr08: 940,969 - 943,886 (-)	general alpha-glucoside permease 	
CNAG_03435	C. neoformans var. grubii H99	CneoH99_Chr08: 944,099 - 944,951 (+)	snRNP subunit 	
CNAG_03436	C. neoformans var. grubii H99	CneoH99_Chr08: 945,397 - 947,174 (-)	transaminase 	
CNAG_03437	C. neoformans var. grubii H99	CneoH99_Chr08: 948,396 - 948,917 (-)	predicted protein 	
CNAG_03438	C. neoformans var. grubii H99	CneoH99_Chr08: 949,228 - 951,747 (-)	hexose transporter 	
CNAG_03439	C. neoformans var. grubii H99	CneoH99_Chr08: 955,545 - 956,395 (-)	conserved hypothetical protein 	
CNAG_03440	C. neoformans var. grubii H99	CneoH99_Chr08: 956,869 - 958,617 (+)	conserved hypothetical protein 	
CNAG_03441	C. neoformans var. grubii H99	CneoH99_Chr08: 958,787 - 959,462 (-)	conserved hypothetical protein 	
CNAG_03442	C. neoformans var. grubii H99	CneoH99_Chr08: 959,932 - 961,915 (+)	conserved hypothetical protein 	
CNAG_03443	C. neoformans var. grubii H99	CneoH99_Chr08: 962,315 - 962,966 (+)	predicted protein 	
CNAG_03444	C. neoformans var. grubii H99	CneoH99_Chr08: 963,952 - 964,607 (-)	conserved hypothetical protein 	
CNAG_03445	C. neoformans var. grubii H99	CneoH99_Chr08: 965,021 - 965,810 (+)	conserved hypothetical protein 	
CNAG_03446	C. neoformans var. grubii H99	CneoH99_Chr08: 966,333 - 968,320 (+)	conserved hypothetical protein 	
CNAG_03447	C. neoformans var. grubii H99	CneoH99_Chr08: 968,708 - 972,184 (+)	conserved hypothetical protein 	
CNAG_03448	C. neoformans var. grubii H99	CneoH99_Chr08: 972,272 - 973,885 (-)	eukaryotic initiation factor 	
CNAG_03449	C. neoformans var. grubii H99	CneoH99_Chr08: 974,163 - 975,358 (+)	hydrophilic protein 	
CNAG_03450	C. neoformans var. grubii H99	CneoH99_Chr08: 976,007 - 982,061 (+)	ATP-binding cassette transporter 	
CNAG_03451	C. neoformans var. grubii H99	CneoH99_Chr08: 982,205 - 985,215 (-)	conserved hypothetical protein 	
CNAG_03452	C. neoformans var. grubii H99	CneoH99_Chr08: 985,619 - 987,224 (-)	AFG1 family mitochondrial ATPase 	
CNAG_03453	C. neoformans var. grubii H99	CneoH99_Chr08: 987,830 - 991,767 (+)	microtubule motor 	
CNAG_03454	C. neoformans var. grubii H99	CneoH99_Chr08: 991,997 - 993,410 (-)	pria protein 	
CNAG_03455	C. neoformans var. grubii H99	CneoH99_Chr08: 996,349 - 996,962 (+)	conserved hypothetical protein 	
CNAG_03456	C. neoformans var. grubii H99	CneoH99_Chr08: 997,366 - 998,460 (-)	conserved hypothetical protein 	
CNAG_03457	C. neoformans var. grubii H99	CneoH99_Chr08: 998,766 - 1,001,092 (-)	arginine-tRNA ligase 	
CNAG_03458	C. neoformans var. grubii H99	CneoH99_Chr08: 1,001,656 - 1,002,612 (-)	conserved hypothetical protein 	
CNAG_03459	C. neoformans var. grubii H99	CneoH99_Chr08: 1,002,853 - 1,004,937 (+)	t-complex protein 1 	
CNAG_03460	C. neoformans var. grubii H99	CneoH99_Chr08: 1,004,986 - 1,006,176 (-)	phosphoglycerate dehydrogenase 	
CNAG_03461	C. neoformans var. grubii H99	CneoH99_Chr08: 1,006,878 - 1,007,802 (-)	hypothetical protein 	
CNAG_03463	C. neoformans var. grubii H99	CneoH99_Chr08: 1,009,589 - 1,012,168 (+)	conserved hypothetical protein 	
CNAG_03464	C. neoformans var. grubii H99	CneoH99_Chr08: 1,013,755 - 1,016,444 (+)	Cu-oxidase 	
CNAG_03465	C. neoformans var. grubii H99	CneoH99_Chr08: 1,021,243 - 1,024,617 (+)	laccase 	
CNAG_03466	C. neoformans var. grubii H99	CneoH99_Chr08: 1,025,186 - 1,029,872 (-)	conserved hypothetical protein 	
CNAG_03467	C. neoformans var. grubii H99	CneoH99_Chr08: 1,030,527 - 1,031,561 (+)	conserved hypothetical protein 	
CNAG_03468	C. neoformans var. grubii H99	CneoH99_Chr08: 1,032,357 - 1,035,151 (-)	conserved hypothetical protein 	
CNAG_03473	C. neoformans var. grubii H99	CneoH99_Chr08: 1,048,219 - 1,049,451 (+)	lipoate-protein ligase B 	
CNAG_03474	C. neoformans var. grubii H99	CneoH99_Chr08: 1,049,445 - 1,051,172 (-)	efflux protein EncT 	
CNAG_03475	C. neoformans var. grubii H99	CneoH99_Chr08: 1,052,180 - 1,055,222 (-)	conserved hypothetical protein 	
CNAG_03476	C. neoformans var. grubii H99	CneoH99_Chr08: 1,055,982 - 1,058,802 (-)	chimeric spermidine synthase/saccharopine dehydrogenase 	
CNAG_03477	C. neoformans var. grubii H99	CneoH99_Chr08: 1,059,645 - 1,061,287 (-)	predicted protein 	
CNAG_03478	C. neoformans var. grubii H99	CneoH99_Chr08: 1,061,706 - 1,065,793 (+)	conserved hypothetical protein 	
CNAG_03479	C. neoformans var. grubii H99	CneoH99_Chr08: 1,066,555 - 1,070,332 (-)	conserved hypothetical protein 	
CNAG_03480	C. neoformans var. grubii H99	CneoH99_Chr08: 1,071,785 - 1,075,494 (-)	conserved hypothetical protein 	
CNAG_03481	C. neoformans var. grubii H99	CneoH99_Chr08: 1,076,823 - 1,077,741 (+)	predicted protein 	
CNAG_03482	C. neoformans var. grubii H99	CneoH99_Chr08: 1,078,422 - 1,079,622 (+)	thioredoxin-dependent peroxide reductase 	
CNAG_03483	C. neoformans var. grubii H99	CneoH99_Chr08: 1,079,953 - 1,080,841 (-)	coiled-coil protein 	
CNAG_03484	C. neoformans var. grubii H99	CneoH99_Chr08: 1,081,119 - 1,083,513 (+)	conserved hypothetical protein 	
CNAG_03485	C. neoformans var. grubii H99	CneoH99_Chr08: 1,084,057 - 1,086,693 (-)	polyamine transporter 1 	
CNAG_03486	C. neoformans var. grubii H99	CneoH99_Chr08: 1,088,039 - 1,089,630 (-)	peptidyl-prolyl cis-trans isomerase B 	
CNAG_03487	C. neoformans var. grubii H99	CneoH99_Chr08: 1,089,897 - 1,091,506 (+)	DNAJ domain-containing protein 	
CNAG_03488	C. neoformans var. grubii H99	CneoH99_Chr08: 1,091,088 - 1,092,798 (-)	conserved hypothetical protein 	
CNAG_03489	C. neoformans var. grubii H99	CneoH99_Chr08: 1,093,577 - 1,094,665 (+)	RNA recognition domain-containing protein (RRM)-containing protein 	
CNAG_03490	C. neoformans var. grubii H99	CneoH99_Chr08: 1,095,028 - 1,096,729 (+)	conserved hypothetical protein 	
CNAG_03491	C. neoformans var. grubii H99	CneoH99_Chr08: 1,096,968 - 1,098,202 (+)	cleavage and polyadenylation specific factor 5 	
CNAG_03492	C. neoformans var. grubii H99	CneoH99_Chr08: 1,098,999 - 1,100,773 (+)	conserved hypothetical protein 	
CNAG_03493	C. neoformans var. grubii H99	CneoH99_Chr08: 1,100,962 - 1,102,588 (+)	platelet-activating factor acetylhydrolase 	
CNAG_03494	C. neoformans var. grubii H99	CneoH99_Chr08: 1,102,723 - 1,104,435 (-)	conserved hypothetical protein 	
CNAG_03495	C. neoformans var. grubii H99	CneoH99_Chr08: 1,106,109 - 1,107,415 (+)	conserved hypothetical protein 	
CNAG_03496	C. neoformans var. grubii H99	CneoH99_Chr08: 1,107,653 - 1,109,720 (+)	conserved hypothetical protein 	
CNAG_03497	C. neoformans var. grubii H99	CneoH99_Chr08: 1,109,879 - 1,110,877 (-)	BET3 family protein 	
CNAG_03498	C. neoformans var. grubii H99	CneoH99_Chr08: 1,111,221 - 1,113,732 (-)	metalloreductase 	
CNAG_03499	C. neoformans var. grubii H99	CneoH99_Chr08: 1,115,416 - 1,117,115 (-)	twin-arginine translocation pathway signal 	
CNAG_03500	C. neoformans var. grubii H99	CneoH99_Chr08: 1,117,626 - 1,123,693 (-)	osmosensor 	
CNAG_03502	C. neoformans var. grubii H99	CneoH99_Chr08: 1,125,071 - 1,127,981 (+)	manganese resistance protein MNR2 	
CNAG_03503	C. neoformans var. grubii H99	CneoH99_Chr08: 1,128,190 - 1,133,312 (-)	ATP-binding cassette transporter protein YOR1 	
CNAG_03504	C. neoformans var. grubii H99	CneoH99_Chr08: 1,136,047 - 1,142,033 (+)	conserved hypothetical protein 	
CNAG_03507	C. neoformans var. grubii H99	CneoH99_Chr08: 1,145,528 - 1,147,260 (-)	mitochondrial processing peptidase beta subunit 	
CNAG_03508	C. neoformans var. grubii H99	CneoH99_Chr08: 1,147,352 - 1,148,128 (+)	vesicle-mediated transport-related protein [Cryptococcus neoformans var. neoformans JEC21] [3- 243] (Score =) 	
CNAG_03509	C. neoformans var. grubii H99	CneoH99_Chr08: 1,148,243 - 1,149,455 (-)	pyruvate dehydrogenase protein X component 	
CNAG_03510	C. neoformans var. grubii H99	CneoH99_Chr08: 1,150,713 - 1,151,425 (+)	conserved hypothetical protein 	
CNAG_03511	C. neoformans var. grubii H99	CneoH99_Chr08: 1,151,532 - 1,152,112 (-)	conserved hypothetical protein 	
CNAG_03512	C. neoformans var. grubii H99	CneoH99_Chr08: 1,152,471 - 1,153,714 (+)	conserved hypothetical protein 	
CNAG_03513	C. neoformans var. grubii H99	CneoH99_Chr08: 1,153,833 - 1,155,091 (-)	conserved hypothetical protein 	
CNAG_03516	C. neoformans var. grubii H99	CneoH99_Chr08: 1,159,702 - 1,162,068 (-)	conserved hypothetical protein 	
CNAG_03517	C. neoformans var. grubii H99	CneoH99_Chr08: 1,168,263 - 1,171,174 (-)	mitochondrial NADH dehydrogenase 	
CNAG_03518	C. neoformans var. grubii H99	CneoH99_Chr08: 1,172,055 - 1,173,145 (-)	PadA2 	
CNAG_03519	C. neoformans var. grubii H99	CneoH99_Chr08: 1,173,842 - 1,175,564 (+)	cytoplasmic protein 	
